tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2,48.0950420194652,92.36148770268177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,82.5623992029136,857.0656014181927,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,43.624248146468595,43.624248146468595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,77.71387723391538,162.47220738861958,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,107.00091350656498,5122.257135200963,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
15,41.74043748333867,675.3198890581544,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,99.79036865665857,1224.252402099092,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6,84.14368250084823,529.7196033585922,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,100.98811376252746,6853.336839982953,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
35,97.93522825851709,3413.417765169318,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
4,74.78799759856342,322.11035555244814,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,69.80251039954015,69.80251039954015,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
24,67.44640399516373,1523.5867385611102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,70.31029255032824,70.31029255032824,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
32,105.6651702037188,3417.460924199106,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
6,78.71182164676108,434.8334152778412,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
6,81.06256467026263,473.12582855220523,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,81.51271116598213,81.51271116598213,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,45.75985689192057,45.75985689192057,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,85.86302061911594,181.8195309286739,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4,54.27697246946964,195.3523763439514,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,80.22942063166703,145.1673810499891,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
15,77.35344129851055,1164.9884853407825,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,55.15,1198.2065770924662,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
46,100.23779567863875,4539.422291071687,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0
1,30.079070721043852,30.079070721043852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,73.79065319515998,210.1313790210081,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,74.49023053471886,653.9108903179771,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,109.33152721743969,4577.164696739332,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
5,84.16097196728924,409.2936254629864,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,80.05163424087561,80.05163424087561,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,69.98542434317552,69.98542434317552,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,69.59494338352137,69.59494338352137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,93.77691581878477,916.401789707337,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1,88.81542499354457,88.81542499354457,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,50.776276412311034,105.95655971212277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,95.60334865375076,507.2947517674019,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
9,58.640938491936474,499.44462978131804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,76.52722104463625,2254.9493209192788,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13,88.97744428441199,1136.94856218564,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3,35.176675596264985,104.6583097127572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46.32189755994167,198.6546290104649,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10,69.1362730967432,738.9659974553083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,74.31072627069749,74.31072627069749,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3,40.85607587609432,132.2096760900027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,45.05,45.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,92.58661303138109,2440.364322954994,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
30,36.72990409503325,1078.1410206113592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,78.38945306062509,2434.749458708751,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,95.89080676965546,3756.300303024652,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3,87.57783960933607,238.88986634111336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,25.17932126510339,25.17932126510339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,84.30792493902608,3669.318074022581,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,100.7404781168437,6022.193547254553,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
19,80.28406575607816,1518.1908429160355,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
5,93.51035542941774,486.03971640435736,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,74.9051654478562,74.9051654478562,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
18,97.09055073325177,1748.5628387242489,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
7,100.47035308838682,681.855462902082,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
11,26.184929183670306,297.0646375084346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23,55.4167580701503,1170.4785300298008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,74.13017741518809,74.13017741518809,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
22,75.02647107681611,1710.795857824691,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
7,84.90476583979678,615.6457580666385,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
12,80.0464662210552,949.8610316256865,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,76.02596633109137,76.02596633109137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,51.230454464564346,114.8457754201025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,76.54987464357974,448.46526326448713,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,96.03007127915768,3025.246436042116,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
68,109.35971403128636,7513.252697548583,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
39,104.03985706301509,4135.252372837782,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
12,98.22561491149277,1237.9296287922914,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
3,78.11243562249363,242.66005503866742,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,88.67547739658784,372.98259484144745,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
3,78.53159727682576,220.69348537858053,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,82.46394199893808,385.3572401682571,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15,100.91349305626316,1534.1190305693854,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
10,84.33567998309002,895.0158063240962,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4,70.3746553791687,324.7327392680734,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
49,106.41912258666966,5330.400321143928,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
3,55.32617544133326,165.35577596051328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50.68505273009583,113.02774226302877,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
19,79.8030359884198,1553.933836764963,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,85.82606146692308,381.37906423661804,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
2,72.83349157269683,151.70614451507097,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,89.35286567675868,573.3586785693878,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
19,94.89364534505651,1787.5775910606067,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
34,75.72428070684072,2574.187438576966,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26,71.53054821348249,1713.2077168651685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,73.77731434951193,73.77731434951193,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,29.790487855261258,29.790487855261258,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,93.79265146888416,1570.2579626197762,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
13,74.15831519888278,999.0515212052682,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
56,101.99497127399356,5801.776518603003,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
1,24.8,24.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,44.30628280935755,219.11255472558727,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,78.01765743022044,249.86358767839184,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,89.5680134416319,2565.230192479234,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
47,69.25148509785976,3179.68368495913,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
50,91.82842438715335,4631.991473576313,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,74.77222926521074,74.77222926521074,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,50.688660956233655,50.688660956233655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,43.93972640103318,43.93972640103318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18,95.34172523207772,1752.4847019861145,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
44,102.37184986354015,4765.705083414142,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
42,105.14565318231374,4511.962574183411,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
33,104.21235436290509,3395.5843143369875,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
23,98.46405023979591,2315.599742563221,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7,81.40996298357965,549.0469301132498,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
50,95.97404567722107,4845.7830983702315,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
30,99.73716258455964,2968.572649032012,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
33,87.81949099186893,2933.7123768172437,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,55.972476169259195,2495.4388566813877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,88.19787416448764,453.16091838823473,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61,101.97387537140105,6408.194233671635,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
2,89.11737206428388,185.03871243960825,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,89.23423763587357,3627.207553121169,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
40,99.15167529116246,4032.1147335352857,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6,78.06716981559859,526.3559284986953,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,80.02013314048044,80.02013314048044,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
17,50.723438371491206,890.996364832059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,93.639547389412,2176.276792028722,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1,35.68601812285981,35.68601812285981,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,35.559790147883604,35.559790147883604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,99.21489905361501,2106.061756819539,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
1,45.62806701124198,45.62806701124198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,90.69782759256732,3032.5754953030096,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
31,94.49404832610655,2881.482920970395,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
8,100.30440011711387,832.1600616112509,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
26,86.86045933996552,2283.285792393931,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
29,102.7053123238314,3155.6414877829116,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
4,76.52667298476422,306.8859392248423,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,56.11763938035757,56.11763938035757,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61,102.34795157799859,6236.915407695924,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
27,84.77533663405853,2366.9126819111843,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16,96.24473139093118,1580.836089197495,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
35,86.66370190730369,3128.592952229334,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
57,99.40754874340038,5810.275809582286,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
1,45.933805170256186,45.933805170256186,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,74.44455408290767,74.44455408290767,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
10,68.48028306910402,738.1822993571636,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,79.62899356959035,79.62899356959035,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,99.4638756194207,3739.2575175565394,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
1,45.85,45.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,99.32816718001854,1046.603501519722,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
4,80.37562331106764,320.13911084431624,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
34,71.7857873729613,2517.856112405338,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,87.35352727870217,579.8825163453133,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,30.213321227133065,30.213321227133065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,86.60502317935625,3074.0112123883655,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
2,70.55080173203831,147.0422844771155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,78.90845718246518,741.3385000144405,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2,75.8427681620331,160.75356401350277,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,29.495970135149882,92.18967167564028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,86.71106528470013,2169.7672653459285,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,35.26402235268116,102.44852901345415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,41.88830795429265,683.1030430884525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,76.81453198872484,2570.002280430379,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14,75.71755492084534,1132.5964592346586,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
58,107.3375885816621,6141.364749711719,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
61,103.41730453476582,6266.846524417501,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
4,65.44776759221422,269.4038051959456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,92.71656366254332,2192.933436337457,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
5,95.74802938710994,453.5337488328982,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
44,85.49923512811043,3658.1539509251174,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12,78.48637496432116,916.8371398079894,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34,75.82053828056344,2637.8828586357185,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,85.80417570257056,475.6906197994558,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3,44.71990046714436,137.2993364476291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50.24891773568404,115.07672523866258,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,95.08231740155956,95.08231740155956,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
1,85.50364301150968,85.50364301150968,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
6,85.87819822400645,545.6500009984837,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5,51.056898671838084,251.3347544361862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,106.5890039841793,6876.2527363071995,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
21,93.57626427718984,1968.1109242926436,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
11,98.66652598772892,1233.607436056787,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,60.04835181453696,60.04835181453696,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,97.55949503368338,6572.147722289278,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
2,25.025325746751413,57.2218236147834,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,70.73487760628359,2253.664144718894,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16,56.62029481890078,937.8046363690568,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59,109.38535687054276,6446.824728479303,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
14,76.0368200261285,1098.341654225015,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,54.181799032984536,54.181799032984536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,82.13915209366365,4375.197006371314,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
3,76.05232561336048,231.79121434952708,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
25,67.46741669094166,1700.9444410064646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,43.20039031050658,1582.3474676756496,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,90.03903078536847,2609.7618740613243,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17,89.22028328930746,1453.6240468184703,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,92.1705058709388,2534.6583987432546,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
21,82.516034770686,1851.6353245723496,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,25.18196137404447,25.18196137404447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,90.11695030063177,2293.637420385997,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
4,96.95120460906878,450.9729165876552,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
10,78.31765420051714,821.4417265067841,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14,83.75346546954889,1216.8281857536147,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
5,78.17735644490753,470.14736957711,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,102.27680756545111,331.2097970823475,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
52,95.38081610451493,5027.518269147636,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,45.43143013218776,45.43143013218776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,31.847591607830434,97.29754628593238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,69.44499526084017,69.44499526084017,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
64,92.99523535487072,5943.881505351129,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
32,61.67713080338451,1995.3939729383494,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,95.53544330289996,2499.846619754334,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
18,89.29329818722779,1532.9910418450445,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
13,101.2063494585356,1359.5625350456517,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
12,82.55843213746728,1065.4375049721332,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
6,79.2555078357442,525.8555756481077,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,80.11616552607917,80.11616552607917,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
14,43.574781665614864,685.0024844698052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30.27234463579902,30.27234463579902,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,103.16186164518426,6034.735036578813,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
7,96.25931759709637,670.5386666284071,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
1,74.4128441923823,74.4128441923823,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
10,61.37767479357122,698.999488500653,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,86.01116429544211,4516.507626400821,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
62,99.45341066038964,6135.355417035085,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
1,80.30291377139989,80.30291377139989,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
12,53.0532865283339,612.2693141422064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,45.84663501965049,487.21283860021754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44.28932075830512,44.28932075830512,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,102.29212314972321,3371.2762479700427,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
17,88.13071235017489,1499.3655741799823,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
29,98.92343126587534,2952.876104801413,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
2,70.98025109544946,145.23527250611855,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,79.90317769557136,819.4368910130379,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,49.93177067561736,114.94128776408535,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,91.29867851847676,424.9389793424954,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,95.84047004793953,5421.953062546186,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,75.43642636353037,75.43642636353037,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
12,72.48107993568325,919.5578917407094,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,74.86452898375258,321.80320652437115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,69.5904249271811,69.5904249271811,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
31,95.20720840200839,3019.35029697851,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
